UniprotID,No. Partners
ARL10_HUMAN,0
ARL11_HUMAN,6
ARL14_HUMAN,2
ARL15_HUMAN,30
ARL16_HUMAN,0
ARL17_HUMAN,0
ARL2_HUMAN,54
ARL3_HUMAN,11
ARL4A_HUMAN,11
ARL4C_HUMAN,20
ARL4D_HUMAN,20
ARL5A_HUMAN,42
ARL5B_HUMAN,20
ARL5C_HUMAN,0
ARL6_HUMAN,7
ARL8A_HUMAN,1
ARL8B_HUMAN,8
ARL9_HUMAN,0
ARLY_HUMAN,10
ARM10_HUMAN,5
ARM12_HUMAN,40
ARMC1_HUMAN,36
ARMC2_HUMAN,0
ARMC3_HUMAN,0
ARMC4_HUMAN,0
ARMC5_HUMAN,5
ARMC6_HUMAN,54
ARMC7_HUMAN,51
ARMC8_HUMAN,99
ARMC9_HUMAN,5
ARMD1_HUMAN,1
ARMD2_HUMAN,0
ARMD3_HUMAN,17
ARMD4_HUMAN,5
ARMS2_HUMAN,0
ARMT1_HUMAN,5
ARMX1_HUMAN,1
ARMX2_HUMAN,4
ARMX3_HUMAN,10
ARMX4_HUMAN,1
ARMX5_HUMAN,0
ARMX6_HUMAN,0
ARNT_HUMAN,145
ARNT2_HUMAN,57
AROS_HUMAN,17
ARP10_HUMAN,27
ARP19_HUMAN,2
ARP2_HUMAN,78
ARP21_HUMAN,0
ARP3_HUMAN,35
ARP3B_HUMAN,24
ARP3C_HUMAN,0
ARP5_HUMAN,36
ARP5L_HUMAN,12
ARP6_HUMAN,8
ARP8_HUMAN,27
ARPC2_HUMAN,20
ARPC3_HUMAN,44
ARPC4_HUMAN,19
ARPC5_HUMAN,28
ARPIN_HUMAN,0
ARRB1_HUMAN,235
ARRB2_HUMAN,361
ARRC_HUMAN,8
ARRD1_HUMAN,31
ARRD2_HUMAN,1
ARRD3_HUMAN,61
ARRD4_HUMAN,9
ARRD5_HUMAN,0
ARRS_HUMAN,4
ARSA_HUMAN,19
ARSB_HUMAN,0
ARSD_HUMAN,0
ARSF_HUMAN,1
ARSG_HUMAN,17
ARSH_HUMAN,0
ARSI_HUMAN,3
ARSJ_HUMAN,1
ARSK_HUMAN,0
ARSL_HUMAN,2
ARTN_HUMAN,1
ARV1_HUMAN,6
ARVC_HUMAN,1
ARX_HUMAN,18
ARY1_HUMAN,3
ARY2_HUMAN,5
AS3MT_HUMAN,0
ASA2B_HUMAN,0
ASAH1_HUMAN,6
ASAH2_HUMAN,0
ASAP1_HUMAN,26
ASAP2_HUMAN,5
ASAP3_HUMAN,12
ASAS1_HUMAN,0
ASB1_HUMAN,19
ASB10_HUMAN,26
ASB11_HUMAN,14
ASB12_HUMAN,27
ASB13_HUMAN,9
ASB14_HUMAN,21
ASB15_HUMAN,28
ASB16_HUMAN,18
ASB17_HUMAN,19
ASB18_HUMAN,23
ASB2_HUMAN,36
ASB3_HUMAN,56
ASB4_HUMAN,26
ASB5_HUMAN,20
ASB6_HUMAN,46
ASB7_HUMAN,36
ASB8_HUMAN,20
ASB9_HUMAN,37
ASC_HUMAN,43
ASCC1_HUMAN,21
ASCC2_HUMAN,39
ASCC3_HUMAN,30
ASCL1_HUMAN,8
ASCL2_HUMAN,3
ASCL3_HUMAN,4
ASCL4_HUMAN,2
ASCL5_HUMAN,0
ASF1A_HUMAN,72
ASF1B_HUMAN,44
ASGL1_HUMAN,0
ASGR1_HUMAN,25
ASGR2_HUMAN,59
ASH1L_HUMAN,0
ASH2L_HUMAN,34
ASHWN_HUMAN,6
ASIC1_HUMAN,8
ASIC2_HUMAN,2
ASIC3_HUMAN,6
ASIC4_HUMAN,38
ASIC5_HUMAN,0
ASIP_HUMAN,2
ASM_HUMAN,7
ASM3A_HUMAN,0
ASM3B_HUMAN,0
ASML_HUMAN,7
ASMT_HUMAN,0
ASND1_HUMAN,0
ASNS_HUMAN,41
ASPC1_HUMAN,16
ASPD_HUMAN,6
ASPG_HUMAN,13
ASPH_HUMAN,35
ASPH1_HUMAN,0
ASPH2_HUMAN,0
ASPM_HUMAN,23
ASPN_HUMAN,0
ASPP1_HUMAN,68
ASPP2_HUMAN,94
ASPX_HUMAN,0
ASSY_HUMAN,34
ASTE1_HUMAN,2
ASTER_HUMAN,3
ASTL_HUMAN,6
ASTN1_HUMAN,0
ASTN2_HUMAN,2
ASTRA_HUMAN,6
ASTRB_HUMAN,13
ASTRC_HUMAN,0
ASURF_HUMAN,0
ASXL1_HUMAN,25
ASXL2_HUMAN,13
ASXL3_HUMAN,3
ASZ1_HUMAN,6
AT10A_HUMAN,0
AT10B_HUMAN,0
AT10D_HUMAN,0
AT11A_HUMAN,1
AT11B_HUMAN,5
AT11C_HUMAN,1
AT12A_HUMAN,3
AT131_HUMAN,23
AT132_HUMAN,47
AT133_HUMAN,0
AT134_HUMAN,0
AT135_HUMAN,0
AT1A1_HUMAN,47
AT1A2_HUMAN,5
AT1A3_HUMAN,6
AT1A4_HUMAN,2
AT1B1_HUMAN,41
AT1B2_HUMAN,8
AT1B3_HUMAN,100
AT1B4_HUMAN,44
AT2A1_HUMAN,5
AT2A2_HUMAN,59
AT2A3_HUMAN,1
AT2B1_HUMAN,5
AT2B2_HUMAN,72
AT2B3_HUMAN,4
AT2B4_HUMAN,86
AT2C1_HUMAN,0
AT2C2_HUMAN,0
AT2L1_HUMAN,2
AT2L2_HUMAN,1
AT5EL_HUMAN,0
AT5F1_HUMAN,71
AT5G1_HUMAN,4
AT5G2_HUMAN,1
AT5G3_HUMAN,6
AT5L2_HUMAN,0
AT7L1_HUMAN,3
AT7L2_HUMAN,14
AT7L3_HUMAN,29
AT8A1_HUMAN,1
AT8A2_HUMAN,1
AT8B1_HUMAN,2
AT8B2_HUMAN,0
AT8B3_HUMAN,0
AT8B4_HUMAN,0
AT8OS_HUMAN,0
ATAD1_HUMAN,3
ATAD2_HUMAN,5
ATAD5_HUMAN,8
ATAS1_HUMAN,0
ATAT_HUMAN,1
ATCAY_HUMAN,6
ATD2B_HUMAN,0
ATD3A_HUMAN,7
ATD3B_HUMAN,7
ATD3C_HUMAN,0
ATE1_HUMAN,1
ATF1_HUMAN,6
ATF2_HUMAN,195
ATF3_HUMAN,51
ATF4_HUMAN,64
ATF5_HUMAN,5
ATF6A_HUMAN,22
ATF6B_HUMAN,13
ATF7_HUMAN,12
ATG10_HUMAN,13
ATG12_HUMAN,22
ATG13_HUMAN,15
ATG2A_HUMAN,9
ATG2B_HUMAN,8
ATG3_HUMAN,32
ATG4A_HUMAN,3
ATG4B_HUMAN,10
ATG4C_HUMAN,9
ATG4D_HUMAN,2
ATG5_HUMAN,34
ATG7_HUMAN,41
ATG9A_HUMAN,32
ATG9B_HUMAN,0
ATGA1_HUMAN,40
ATIF1_HUMAN,0
ATL1_HUMAN,7
ATL2_HUMAN,1
ATL3_HUMAN,12
ATL4_HUMAN,118
ATL5_HUMAN,5
ATLA1_HUMAN,1
ATLA2_HUMAN,16
ATLA3_HUMAN,49
ATM_HUMAN,169
ATMIN_HUMAN,5
ATN1_HUMAN,113
ATNG_HUMAN,0
ATOH1_HUMAN,77
ATOH7_HUMAN,2
ATOH8_HUMAN,1
ATOX1_HUMAN,6
ATP23_HUMAN,10
ATP4A_HUMAN,76
ATP4B_HUMAN,3
ATP5E_HUMAN,5
ATP5H_HUMAN,36
ATP5I_HUMAN,3
ATP5J_HUMAN,17
ATP5L_HUMAN,45
ATP5S_HUMAN,2
ATP6_HUMAN,0
ATP68_HUMAN,7
ATP7A_HUMAN,32
ATP7B_HUMAN,8
ATP8_HUMAN,0
ATP9A_HUMAN,3
ATP9B_HUMAN,0
ATPA_HUMAN,6
ATPB_HUMAN,113
ATPD_HUMAN,38
ATPF1_HUMAN,7
ATPF2_HUMAN,41
ATPG_HUMAN,0
ATPK_HUMAN,24
ATPMD_HUMAN,6
ATPO_HUMAN,47
ATPUN_HUMAN,0
ATR_HUMAN,83
ATRAP_HUMAN,42
ATRIP_HUMAN,27
ATRN_HUMAN,0
ATRN1_HUMAN,1
ATRX_HUMAN,72
ATS1_HUMAN,3
ATS10_HUMAN,0
ATS12_HUMAN,10
ATS13_HUMAN,0
ATS14_HUMAN,0
ATS15_HUMAN,0
ATS16_HUMAN,0
ATS17_HUMAN,0
ATS18_HUMAN,5
ATS19_HUMAN,0
ATS2_HUMAN,0
ATS20_HUMAN,0
ATS3_HUMAN,1
ATS4_HUMAN,25
ATS5_HUMAN,0
ATS6_HUMAN,0
ATS7_HUMAN,0
ATS8_HUMAN,0
ATS9_HUMAN,0
ATTY_HUMAN,323
ATX1_HUMAN,325
ATX10_HUMAN,17
ATX1L_HUMAN,64
ATX2_HUMAN,18
ATX2L_HUMAN,5
ATX3_HUMAN,389
ATX3L_HUMAN,2
ATX7_HUMAN,80
ATX8_HUMAN,0
AUGN_HUMAN,2
AUHM_HUMAN,4
AUNIP_HUMAN,5
AUP1_HUMAN,31
AURKA_HUMAN,317
AURKB_HUMAN,176
AURKC_HUMAN,21
AUTS2_HUMAN,21
AUXI_HUMAN,16
AVEN_HUMAN,4
AVIL_HUMAN,27
AVL9_HUMAN,0
AVPI1_HUMAN,25
AVR2A_HUMAN,18
AVR2B_HUMAN,12
AWAT1_HUMAN,0
AWAT2_HUMAN,0
AX2R_HUMAN,6
AXA2L_HUMAN,0
AXA81_HUMAN,1
AXDN1_HUMAN,1
AXIN1_HUMAN,104
AXIN2_HUMAN,27
AZI2_HUMAN,14
AZIN1_HUMAN,40
AZIN2_HUMAN,12
B2CL1_HUMAN,140
B2CL2_HUMAN,55
B2L10_HUMAN,8
B2L11_HUMAN,37
B2L12_HUMAN,8
B2L13_HUMAN,49
B2L14_HUMAN,111
B2L15_HUMAN,3
B2LA1_HUMAN,16
B2MG_HUMAN,22
B3A2_HUMAN,0
B3A3_HUMAN,1
B3A4_HUMAN,0
B3AS1_HUMAN,0
B3AT_HUMAN,17
B3GA1_HUMAN,3
B3GA2_HUMAN,0
B3GA3_HUMAN,18
B3GL1_HUMAN,27
B3GL2_HUMAN,0
B3GLT_HUMAN,0
B3GN2_HUMAN,56
B3GN3_HUMAN,21
B3GN4_HUMAN,0
B3GN5_HUMAN,1
B3GN6_HUMAN,0
B3GN7_HUMAN,2
B3GN8_HUMAN,0
B3GN9_HUMAN,1
B3GNL_HUMAN,0
B3GT1_HUMAN,1
B3GT2_HUMAN,10
B3GT4_HUMAN,3
B3GT5_HUMAN,0
B3GT6_HUMAN,0
B4GA1_HUMAN,42
B4GN1_HUMAN,1
B4GN2_HUMAN,2
B4GN3_HUMAN,0
B4GN4_HUMAN,0
B4GT1_HUMAN,47
B4GT2_HUMAN,1
B4GT3_HUMAN,43
B4GT4_HUMAN,7
B4GT5_HUMAN,0
B4GT6_HUMAN,1
B4GT7_HUMAN,7
B9D1_HUMAN,16
B9D2_HUMAN,68
BAALC_HUMAN,8
BAAS2_HUMAN,1
BAAT_HUMAN,2
BABA1_HUMAN,45
BABA2_HUMAN,30
BACD1_HUMAN,15
BACD2_HUMAN,28
BACD3_HUMAN,31
BACE1_HUMAN,19
BACE2_HUMAN,0
BACH_HUMAN,20
BACH1_HUMAN,125
BACH2_HUMAN,35
BACHL_HUMAN,0
BAD_HUMAN,30
BAF_HUMAN,55
BAFL_HUMAN,16
BAG1_HUMAN,47
BAG2_HUMAN,80
BAG3_HUMAN,464
BAG4_HUMAN,108
BAG5_HUMAN,22
BAG6_HUMAN,175
BAGE1_HUMAN,0
BAGE2_HUMAN,0
BAGE3_HUMAN,0
BAGE4_HUMAN,0
BAGE5_HUMAN,0
BAHC1_HUMAN,1
BAHD1_HUMAN,29
BAIP2_HUMAN,43
BAIP3_HUMAN,0
BAK_HUMAN,25
BAKOR_HUMAN,29
BAMBI_HUMAN,2
BANK1_HUMAN,2
BANP_HUMAN,103
BAP1_HUMAN,76
BAP18_HUMAN,13
BAP29_HUMAN,6
BAP31_HUMAN,36
BARD1_HUMAN,262
BARH1_HUMAN,0
BARH2_HUMAN,1
BARX1_HUMAN,2
BARX2_HUMAN,2
BASI_HUMAN,148
BASP1_HUMAN,4
BAT1_HUMAN,3
BATF_HUMAN,16
BATF2_HUMAN,18
BATF3_HUMAN,53
BAX_HUMAN,65
BAZ1A_HUMAN,36
BAZ1B_HUMAN,16
BAZ2A_HUMAN,8
BAZ2B_HUMAN,19
BBC3_HUMAN,14
BBC3B_HUMAN,14
BBIP1_HUMAN,2
BBOF1_HUMAN,0
BBS1_HUMAN,26
BBS10_HUMAN,0
BBS12_HUMAN,4
BBS2_HUMAN,20
BBS4_HUMAN,26
BBS5_HUMAN,7
BBS7_HUMAN,42
BBX_HUMAN,2
BC11A_HUMAN,25
BC11B_HUMAN,25
BCAM_HUMAN,16
BCAP_HUMAN,11
BCAR1_HUMAN,56
BCAR3_HUMAN,48
BCAS1_HUMAN,3
BCAS3_HUMAN,5
BCAS4_HUMAN,12
BCAT1_HUMAN,32
BCAT2_HUMAN,18
BCCIP_HUMAN,31
BCD1_HUMAN,4
BCDO1_HUMAN,1
BCDO2_HUMAN,0
BCE1_HUMAN,0
BCKD_HUMAN,19
BCL10_HUMAN,38
BCL2_HUMAN,69
BCL3_HUMAN,37
BCL6_HUMAN,140
BCL6B_HUMAN,16
BCL7A_HUMAN,47
BCL7B_HUMAN,21
BCL7C_HUMAN,61
BCL8_HUMAN,0
BCL9_HUMAN,10
BCL9L_HUMAN,1
BCLA3_HUMAN,0
BCLF1_HUMAN,26
BCOR_HUMAN,104
BCOR2_HUMAN,0
BCORL_HUMAN,5
BCR_HUMAN,37
BCS1_HUMAN,5
BD1L1_HUMAN,42
BD1L2_HUMAN,0
BDH_HUMAN,2
BDH2_HUMAN,1
BDNF_HUMAN,7
BDP1_HUMAN,25
BEAN1_HUMAN,0
BECN1_HUMAN,110
BECN2_HUMAN,1
BEGIN_HUMAN,11
BEND2_HUMAN,6
BEND3_HUMAN,9
BEND4_HUMAN,0
BEND5_HUMAN,7
BEND6_HUMAN,0
BEND7_HUMAN,24
BEST1_HUMAN,4
BEST2_HUMAN,16
BEST3_HUMAN,0
BEST4_HUMAN,0
BET1_HUMAN,303
BET1L_HUMAN,6
BEX1_HUMAN,5
BEX2_HUMAN,51
BEX3_HUMAN,16
BEX4_HUMAN,0
BEX5_HUMAN,3
BFAR_HUMAN,10
BFSP1_HUMAN,8
BFSP2_HUMAN,36
BGAL_HUMAN,10
BGAT_HUMAN,2
BGH3_HUMAN,2
BGIN_HUMAN,0
BGLR_HUMAN,5
BGP11_HUMAN,0
BHA09_HUMAN,0
BHA15_HUMAN,39
BHE22_HUMAN,0
BHE23_HUMAN,1
BHE40_HUMAN,82
BHE41_HUMAN,19
BHLH9_HUMAN,7
BHMG1_HUMAN,0
BHMT1_HUMAN,4
BHMT2_HUMAN,4
BI1_HUMAN,37
BI2L1_HUMAN,9
BI2L2_HUMAN,3
BICC1_HUMAN,0
BICD1_HUMAN,197
BICD2_HUMAN,288
BICL1_HUMAN,4
BICL2_HUMAN,7
BICRA_HUMAN,7
BICRL_HUMAN,20
BID_HUMAN,42
BIEA_HUMAN,19
BIG1_HUMAN,8
BIG2_HUMAN,10
BIG3_HUMAN,6
BIK_HUMAN,86
BIN1_HUMAN,38
BIN2_HUMAN,2
BIN3_HUMAN,24
BIP_HUMAN,212
BIRC1_HUMAN,3
BIRC2_HUMAN,134
BIRC3_HUMAN,1322
BIRC5_HUMAN,55
BIRC6_HUMAN,21
BIRC7_HUMAN,45
BIRC8_HUMAN,6
BIVM_HUMAN,6
BKRB1_HUMAN,0
BKRB2_HUMAN,3
BL1S1_HUMAN,12
BL1S2_HUMAN,11
BL1S3_HUMAN,5
BL1S4_HUMAN,3
BL1S5_HUMAN,5
BL1S6_HUMAN,37
BLACE_HUMAN,0
BLCAP_HUMAN,8
BLID_HUMAN,2
BLK_HUMAN,46
BLM_HUMAN,104
BLMH_HUMAN,17
BLML_HUMAN,0
BLNK_HUMAN,28
BLVRB_HUMAN,5
BM2KL_HUMAN,0
BMAL1_HUMAN,52
BMAL2_HUMAN,20
BMF_HUMAN,18
BMI1_HUMAN,404
BMP1_HUMAN,35
BMP10_HUMAN,21
BMP15_HUMAN,4
BMP2_HUMAN,7
BMP2K_HUMAN,0
BMP3_HUMAN,2
BMP4_HUMAN,86
BMP5_HUMAN,3
BMP6_HUMAN,4
BMP7_HUMAN,50
BMP8A_HUMAN,0
BMP8B_HUMAN,0
BMPER_HUMAN,0
BMPR2_HUMAN,43
BMR1A_HUMAN,203
BMR1B_HUMAN,55
BMS1_HUMAN,1
BMX_HUMAN,18
BN3D2_HUMAN,0
BNC1_HUMAN,0
BNC2_HUMAN,0
BNI3L_HUMAN,25
BNIP2_HUMAN,37
BNIP3_HUMAN,26
BNIP5_HUMAN,0
BNIPL_HUMAN,14
BOC_HUMAN,11
BOD1_HUMAN,17
BODG_HUMAN,16
BOK_HUMAN,2
BOLA1_HUMAN,16
BOLA2_HUMAN,7
BOLA3_HUMAN,13
BOLL_HUMAN,21
BOP_HUMAN,2
BOP1_HUMAN,26
BORA_HUMAN,10
BORC5_HUMAN,1
BORC6_HUMAN,54
BORC7_HUMAN,0
BORC8_HUMAN,3
BOREA_HUMAN,68
BORG1_HUMAN,4
BORG2_HUMAN,3
BORG3_HUMAN,1
BORG4_HUMAN,5
BORG5_HUMAN,10
BPEC1_HUMAN,0
BPHL_HUMAN,10
BPI_HUMAN,0
BPIA1_HUMAN,3
BPIA2_HUMAN,1
BPIA3_HUMAN,0
BPIB1_HUMAN,4
BPIB2_HUMAN,0
BPIB3_HUMAN,0
BPIB4_HUMAN,0
BPIB6_HUMAN,0
BPIFC_HUMAN,0
BPL1_HUMAN,7
BPNT1_HUMAN,51
BPTF_HUMAN,10
BRAF_HUMAN,112
BRAP_HUMAN,42
BRAS2_HUMAN,0
BRAT1_HUMAN,8
BRCA1_HUMAN,1030
BRCA2_HUMAN,127
BRCC3_HUMAN,35
BRD1_HUMAN,44
BRD2_HUMAN,26
BRD3_HUMAN,7
BRD4_HUMAN,76
BRD7_HUMAN,505
BRD8_HUMAN,8
BRD9_HUMAN,14
BRDOS_HUMAN,0
BRDT_HUMAN,2
BRE1A_HUMAN,36
BRE1B_HUMAN,34
BRF2_HUMAN,29
BRI3_HUMAN,2
BRI3B_HUMAN,0
BRID5_HUMAN,6
BRK1_HUMAN,1
BRM1L_HUMAN,18
BRMS1_HUMAN,45
BRNP1_HUMAN,7
BRNP2_HUMAN,5
BRNP3_HUMAN,16
BROMI_HUMAN,2
BROX_HUMAN,7
BRPF1_HUMAN,7
BRPF3_HUMAN,0
BRS3_HUMAN,0
BRSK1_HUMAN,5
BRSK2_HUMAN,7
BRWD1_HUMAN,2
BRWD3_HUMAN,57
BRX1_HUMAN,22
BSCL2_HUMAN,34
BSDC1_HUMAN,10
BSH_HUMAN,0
BSN_HUMAN,5
BSND_HUMAN,15
BSPH1_HUMAN,0
BSPRY_HUMAN,18
BSSP4_HUMAN,2
BST1_HUMAN,2
BST2_HUMAN,9
BT1A1_HUMAN,1
BT2A1_HUMAN,37
BT2A2_HUMAN,28
BT2A3_HUMAN,0
BT3A1_HUMAN,1
BT3A2_HUMAN,60
BT3A3_HUMAN,56
BT3L4_HUMAN,23
BTAF1_HUMAN,4
BTBD1_HUMAN,17
BTBD2_HUMAN,24
BTBD3_HUMAN,3
BTBD6_HUMAN,3
BTBD7_HUMAN,0
BTBD8_HUMAN,0
BTBD9_HUMAN,0
BTBDA_HUMAN,2
BTBDB_HUMAN,0
BTBDG_HUMAN,0
BTBDH_HUMAN,0
BTBDI_HUMAN,0
BTBDJ_HUMAN,0
BTC_HUMAN,8
BTD_HUMAN,1
BTF3_HUMAN,55
BTG1_HUMAN,12
BTG2_HUMAN,13
BTG3_HUMAN,1
BTG4_HUMAN,0
BTK_HUMAN,67
BTLA_HUMAN,2
BTNL2_HUMAN,0
BTNL3_HUMAN,8
BTNL8_HUMAN,49
BTNL9_HUMAN,11
BTNLA_HUMAN,0
BUB1_HUMAN,72
BUB1B_HUMAN,92
BUB3_HUMAN,43
BUD13_HUMAN,10
BUD23_HUMAN,9
BUD31_HUMAN,28
BUP1_HUMAN,0
BVAS1_HUMAN,0
BWR1B_HUMAN,0
BY55_HUMAN,6
BYST_HUMAN,159
BZW1_HUMAN,24
BZW2_HUMAN,24
C10_HUMAN,9
C102A_HUMAN,0
C102B_HUMAN,90
C11B1_HUMAN,0
C11B2_HUMAN,5
C144A_HUMAN,0
C144B_HUMAN,0
C144C_HUMAN,0
C144L_HUMAN,1
C163A_HUMAN,1
C163B_HUMAN,0
C16L2_HUMAN,6
C170B_HUMAN,3
C170L_HUMAN,73
C19L1_HUMAN,2
C19L2_HUMAN,31
C1C1L_HUMAN,0
C1D_HUMAN,31
C1GLC_HUMAN,1
C1GLT_HUMAN,26
C1QA_HUMAN,11
C1QB_HUMAN,16
C1QBP_HUMAN,131
C1QC_HUMAN,2
C1QL2_HUMAN,0
C1QL3_HUMAN,0
C1QL4_HUMAN,24
C1QR1_HUMAN,17
C1QRF_HUMAN,0
C1QT1_HUMAN,2
C1QT2_HUMAN,31
C1QT3_HUMAN,1
C1QT4_HUMAN,2
C1QT5_HUMAN,1
C1QT6_HUMAN,3
C1QT7_HUMAN,0
C1QT8_HUMAN,0
C1R_HUMAN,8
C1RL_HUMAN,0
C1S_HUMAN,3
C1T9A_HUMAN,15
C1T9B_HUMAN,0
C1TC_HUMAN,30
C1TM_HUMAN,3
C27C1_HUMAN,0
C295L_HUMAN,0
C2AIL_HUMAN,10
C2C2L_HUMAN,9
C2C4A_HUMAN,0
C2C4B_HUMAN,0
C2C4C_HUMAN,0
C2CD2_HUMAN,6
C2CD3_HUMAN,0
C2CD5_HUMAN,0
C2CD6_HUMAN,27
C2D1A_HUMAN,1
C2D1B_HUMAN,3
C2D2A_HUMAN,36
C2D2B_HUMAN,0
C2D4D_HUMAN,0
C2G1P_HUMAN,0
C2TA_HUMAN,18
C3AR_HUMAN,94
C3P1_HUMAN,0
C42S1_HUMAN,4
C42S2_HUMAN,2
C4BPA_HUMAN,6
C4BPB_HUMAN,16
C4F30_HUMAN,0
C560_HUMAN,7
C56D1_HUMAN,0
C56D2_HUMAN,15
C5AR1_HUMAN,6
C5AR2_HUMAN,57
C8AP2_HUMAN,13
C97D2_HUMAN,0
C99L2_HUMAN,9
CA021_HUMAN,0
CA043_HUMAN,1
CA050_HUMAN,5
CA052_HUMAN,0
CA053_HUMAN,1
CA054_HUMAN,0
CA074_HUMAN,4
CA087_HUMAN,16
CA094_HUMAN,41
CA100_HUMAN,0
CA105_HUMAN,4
CA109_HUMAN,102
CA112_HUMAN,11
CA115_HUMAN,1
CA122_HUMAN,1
CA127_HUMAN,2
CA131_HUMAN,31
CA134_HUMAN,0
CA140_HUMAN,0
CA141_HUMAN,0
CA146_HUMAN,0
CA147_HUMAN,0
CA157_HUMAN,0
CA158_HUMAN,0
CA159_HUMAN,1
CA162_HUMAN,3
CA167_HUMAN,0
CA174_HUMAN,4
CA180_HUMAN,0
CA185_HUMAN,0
CA189_HUMAN,0
CA194_HUMAN,0
CA195_HUMAN,0
CA196_HUMAN,0
CA198_HUMAN,2
CA200_HUMAN,0
CA210_HUMAN,0
CA211_HUMAN,0
CA213_HUMAN,0
CA216_HUMAN,34
CA220_HUMAN,6
CA226_HUMAN,0
CA229_HUMAN,0
CA232_HUMAN,0
CA2D1_HUMAN,4
CA2D2_HUMAN,0
CA2D3_HUMAN,0
CA2D4_HUMAN,0
CA5BL_HUMAN,1
CAAP1_HUMAN,4
CAAS1_HUMAN,0
CAB39_HUMAN,14
CAB45_HUMAN,50
CABIN_HUMAN,11
CABL1_HUMAN,2
CABL2_HUMAN,3
CABP1_HUMAN,5
CABP2_HUMAN,22
CABP4_HUMAN,5
CABP5_HUMAN,33
CABP7_HUMAN,1
CABP8_HUMAN,3
CABS1_HUMAN,9
CABYR_HUMAN,0
CAC1A_HUMAN,98
CAC1B_HUMAN,5
CAC1C_HUMAN,10
CAC1D_HUMAN,0
CAC1E_HUMAN,2
CAC1F_HUMAN,0
CAC1G_HUMAN,2
CAC1H_HUMAN,2
CAC1I_HUMAN,0
CAC1S_HUMAN,7
CACB1_HUMAN,7
CACB2_HUMAN,2
CACB3_HUMAN,8
CACB4_HUMAN,8
CACL1_HUMAN,1
CACO1_HUMAN,20
CACO2_HUMAN,166
CACP_HUMAN,1
CAD10_HUMAN,3
CAD11_HUMAN,1
CAD12_HUMAN,0
CAD13_HUMAN,16
CAD15_HUMAN,13
CAD16_HUMAN,2
CAD17_HUMAN,1
CAD18_HUMAN,2
CAD19_HUMAN,24
CAD20_HUMAN,0
CAD22_HUMAN,0
CAD23_HUMAN,7
CAD24_HUMAN,0
CAD26_HUMAN,0
CADH1_HUMAN,628
CADH2_HUMAN,44
CADH3_HUMAN,8
CADH4_HUMAN,1
CADH5_HUMAN,77
CADH6_HUMAN,2
CADH7_HUMAN,1
CADH8_HUMAN,17
CADH9_HUMAN,1
CADM1_HUMAN,5
CADM2_HUMAN,0
CADM3_HUMAN,1
CADM4_HUMAN,0
CAF17_HUMAN,1
CAF1A_HUMAN,56
CAF1B_HUMAN,16
CAGE1_HUMAN,2
CAH1_HUMAN,2
CAH10_HUMAN,25
CAH11_HUMAN,2
CAH12_HUMAN,1
CAH13_HUMAN,0
CAH14_HUMAN,49
CAH2_HUMAN,6
CAH3_HUMAN,0
CAH4_HUMAN,4
CAH5A_HUMAN,4
CAH5B_HUMAN,1
CAH6_HUMAN,3
CAH7_HUMAN,0
CAH8_HUMAN,34
CAH9_HUMAN,215
CAHD1_HUMAN,0
CAHM1_HUMAN,0
CAHM2_HUMAN,0
CAHM3_HUMAN,0
CAHM4_HUMAN,0
CAHM5_HUMAN,1
CAHM6_HUMAN,0
CALB1_HUMAN,4
CALB2_HUMAN,0
CALC_HUMAN,1
CALCA_HUMAN,1
CALCB_HUMAN,1
CALCR_HUMAN,5
CALD1_HUMAN,45
CALI_HUMAN,1
CALL3_HUMAN,152
CALL4_HUMAN,0
CALL5_HUMAN,0
CALL6_HUMAN,1
CALM1_HUMAN,333
CALM2_HUMAN,20
CALM3_HUMAN,12
CALR_HUMAN,59
CALR3_HUMAN,62
CALRL_HUMAN,5
CALU_HUMAN,67
CALX_HUMAN,391
CALY_HUMAN,1
CAMKV_HUMAN,46
CAMLG_HUMAN,24
CAMP_HUMAN,1
CAMP1_HUMAN,2
CAMP2_HUMAN,34
CAMP3_HUMAN,3
CAN1_HUMAN,76
CAN10_HUMAN,5
CAN11_HUMAN,4
CAN12_HUMAN,0
CAN13_HUMAN,12
CAN14_HUMAN,0
CAN15_HUMAN,4
CAN2_HUMAN,23
CAN3_HUMAN,15
CAN5_HUMAN,1
CAN6_HUMAN,12
CAN7_HUMAN,12
CAN8_HUMAN,5
CAN9_HUMAN,1
CANB1_HUMAN,8
CANB2_HUMAN,1
CAND1_HUMAN,640
CAND2_HUMAN,2
CANT1_HUMAN,9
CAP1_HUMAN,29
CAP2_HUMAN,13
CAP7_HUMAN,12
CAPAM_HUMAN,12
CAPG_HUMAN,18
CAPON_HUMAN,21
CAPR1_HUMAN,3
CAPR2_HUMAN,1
CAPS1_HUMAN,19
CAPS2_HUMAN,1
CAPSL_HUMAN,1
CAPZB_HUMAN,34
CAR10_HUMAN,95
CAR11_HUMAN,20
CAR14_HUMAN,3
CAR16_HUMAN,3
CAR17_HUMAN,0
CAR18_HUMAN,0
CAR19_HUMAN,1
CARD6_HUMAN,4
CARD8_HUMAN,42
CARD9_HUMAN,46
CARF_HUMAN,42
CARL1_HUMAN,0
CARL2_HUMAN,0
CARL3_HUMAN,0
CARM1_HUMAN,76
CARME_HUMAN,31
CART_HUMAN,1
CARTF_HUMAN,1
CASA1_HUMAN,14
CASB_HUMAN,4
